Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_20,MA_50,RSI,Volatility,Returns,Symbol
2020-07-06 00:00:00-04:00,89.91638706165726,91.32102654126581,89.88479363094679,90.85200500488281,118655600,0.0,0.0,,,,,,AAPL
2020-07-07 00:00:00-04:00,91.23111377416458,92.01119713048321,90.45832063925833,90.57010650634766,112424400,0.0,0.0,,,,,-0.003102831891492186,AAPL
2020-07-08 00:00:00-04:00,91.549467922268,92.71109019742121,91.46197784699565,92.67949676513672,117092000,0.0,0.0,,,,,0.02329013777455624,AAPL
2020-07-09 00:00:00-04:00,93.57377559635125,93.62723968026148,92.02818966997752,93.0780258178711,125642800,0.0,0.0,,,,,0.0043000778666753,AAPL
2020-07-10 00:00:00-04:00,92.67220049027107,93.29918917048931,92.0597996685609,93.24085998535156,90257200,0.0,0.0,,,,,0.0017494372710384898,AAPL
2020-07-13 00:00:00-04:00,94.54830204332501,97.16317034048585,92.59687358818513,92.81072998046875,191649200,0.0,0.0,,,,,-0.004613106367212683,AAPL
2020-07-14 00:00:00-04:00,92.19101893190584,94.53856641947361,91.25540846734508,94.34658813476562,170989200,0.0,0.0,,,,,0.01654828223654836,AAPL
2020-07-15 00:00:00-04:00,96.22511199118148,96.47541947180446,93.79493939627933,94.99544525146484,153198000,0.0,0.0,,,,,0.006877377651138605,AAPL
2020-07-16 00:00:00-04:00,93.8654370047039,94.68440416167095,93.22630028586973,93.82655334472656,110577600,0.0,0.0,,,,,-0.01230471528023347,AAPL
2020-07-17 00:00:00-04:00,94.27853958226679,94.43406675668288,93.16308394375518,93.63697052001953,92186800,0.0,0.0,,,,,-0.0020205668645899566,AAPL
2020-07-20 00:00:00-04:00,93.72447392303613,95.74880452196625,93.37938613595313,95.61028289794922,90318000,0.0,0.0,,,,,0.021074073274378158,AAPL
2020-07-21 00:00:00-04:00,96.40251573529238,96.47785049123863,94.0403877137668,94.29069519042969,103433200,0.0,0.0,,,,,-0.013801734159996304,AAPL
2020-07-22 00:00:00-04:00,93.99177834386008,95.23845801277096,93.90429569439861,94.55558013916016,89001600,0.0,0.0,,,,,0.0028092374141002185,AAPL
2020-07-23 00:00:00-04:00,94.28826007791201,94.36602737751309,89.4400704095434,90.25174713134766,197004400,0.0,0.0,,,47.970399935198905,,-0.04551643595733246,AAPL
2020-07-24 00:00:00-04:00,88.44613797665554,90.37326313898976,86.65509447529368,90.0281753540039,185438800,0.0,0.0,,,47.25594307214632,,-0.002477201654815353,AAPL
2020-07-27 00:00:00-04:00,91.09259075129832,92.25421298171179,90.86901902055509,92.161865234375,121214000,0.0,0.0,,,54.71969147535065,,0.02370024575063434,AAPL
2020-07-28 00:00:00-04:00,91.7317355771427,91.90914086643643,90.64301546203014,90.64788055419922,103625600,0.0,0.0,,,43.75561621221075,,-0.016427452681492483,AAPL
2020-07-29 00:00:00-04:00,91.13148218567702,92.57014778095314,91.09503107606254,92.38545227050781,90329200,0.0,0.0,,,48.03319797671392,,0.019168365610817473,AAPL
2020-07-30 00:00:00-04:00,91.55675572597188,93.60782206135195,91.14848849561243,93.50332641601562,158130000,0.0,0.0,,,50.70701341192235,,0.012100110115114582,AAPL
2020-07-31 00:00:00-04:00,100.0113203728721,103.44272272989053,98.00885320518057,103.29205322265625,374336800,0.0,0.0,93.33819198608398,,68.77012537026309,2.8598278975446285,0.10468854084493806,AAPL
2020-08-03 00:00:00-04:00,105.17787147768598,108.51935893981127,104.87896498205056,105.894775390625,308151200,0.0,0.0,94.0903305053711,,69.91953457865408,3.9441236136395204,0.025197699985286537,AAPL
2020-08-04 00:00:00-04:00,106.08433883614123,107.69554467867292,105.36014463163505,106.60196685791016,173071600,0.0,0.0,94.89192352294921,,69.97994768641901,4.739887575904065,0.006678247011492999,AAPL
2020-08-05 00:00:00-04:00,106.32248498790055,107.30913448125898,105.85588858029786,106.98834991455078,121776800,0.0,0.0,95.60736618041992,,73.28456891485627,5.419534286547234,0.0036245396593446166,AAPL
2020-08-06 00:00:00-04:00,107.32129046502143,111.2168571833951,106.73076025201287,110.72109985351562,202428800,0.0,0.0,96.48951988220215,,76.85670060138354,6.343331208436006,0.034889312172270204,AAPL
2020-08-07 00:00:00-04:00,110.24147880055945,110.69917615288762,107.40522480472758,108.2037582397461,198045600,0.205,0.0,97.23766479492187,,69.46434526344785,6.80554858201757,-0.02273587976546465,AAPL
2020-08-10 00:00:00-04:00,109.65233223130258,110.79657580812425,107.12039705946748,109.77649688720703,212403600,0.0,0.0,98.0859531402588,,73.74885190277006,7.266458757419307,0.014534972472732832,AAPL
2020-08-11 00:00:00-04:00,109.03881778751953,109.53789844079104,106.25125017767719,106.51174926757812,187902400,0.0,0.0,98.69421119689942,,66.79089773159018,7.443961406676578,-0.0297399508292141,AAPL
2020-08-12 00:00:00-04:00,107.60486600059996,110.30965976352992,107.41010462326905,110.05159759521484,165598000,0.0,0.0,99.44701881408692,,78.41609955772948,7.802879485937897,0.033234345994486825,AAPL
2020-08-13 00:00:00-04:00,111.43443386689364,113.00472456165949,110.94508601296111,111.99925231933594,210082000,0.0,0.0,100.35565376281738,,80.0453216175978,8.1636879619004,0.01769765061734807,AAPL
2020-08-14 00:00:00-04:00,111.82395110215055,111.98949901322317,110.08567574687753,111.89942169189453,165565200,0.0,0.0,101.26877632141114,,78.58082699914027,8.390822803231464,-0.0008913508382785151,AAPL
2020-08-17 00:00:00-04:00,113.0241893774422,113.04853640766869,110.97916514281515,111.6072769165039,119561600,0.0,0.0,102.06862602233886,,81.46345452396463,8.583285761596382,-0.002610780028828197,AAPL
2020-08-18 00:00:00-04:00,111.35893868376326,112.96330892543267,111.02296903312585,112.53726196289062,105633600,0.0,0.0,102.98095436096192,,81.00284236561441,8.68220310787046,0.00833265600667299,AAPL
2020-08-19 00:00:00-04:00,112.9462768876478,114.09538682492261,112.58353067113143,112.67847442626953,145538000,0.0,0.0,103.88709907531738,,80.41426790476544,8.702284530943729,0.0012548062829667028,AAPL
